atr14,catalyst_score,close,company,entry_score,fundamental_score,industry,market_cap,pivot,rank,rr_ratio,rr_score,rs_rank,sector,stop_pct,t_count,target_pct,ticker,total_score,trend_score,tt_checks,tt_score,vcp,vcp_grade,vcp_score_raw
"3.05","30","72.75","Kulicke and Soffa Industries, I","27","20","Semiconductor Equipment & Materials","3807197696","77.5","524","3","100","50","Technology","8","2","24","KLIC","46.5","72","[object Object]","9","[object Object]","D","37"
"0.41","30","13.73","Blue Foundry Bancorp","29","30","Banks - Regional","285051616","14.74","525","3","70","50","Financial Services","5.96","4","17.89","BLFY","46.4","72","[object Object]","9","[object Object]","C","40"
"19.16","50","485.32","TopBuild Corp.","24","50","Engineering & Construction","13656338432","559.47","526","0.48","0","50","Industrials","7.9","4","3.81","BLD","46.4","72","[object Object]","9","[object Object]","D","32"
"1.4","45","19.55","Sunrun Inc.","33","30","Solar","4536417280","21.95","527","1.68","40","50","Technology","8","4","13.48","RUN","46.4","72","[object Object]","9","[object Object]","C","47"
"2.45","70","75.56","Travel   Leisure Co.","24","10","Travel Services","4911960576","81","528","2.08","70","50","Consumer Cyclical","6.49","4","13.49","TNL","46.4","72","[object Object]","9","[object Object]","D","32"
"1.51","65","49.1","Array Digital Infrastructure, I","24","25","Telecom Services","4241252096","52","529","1.89","40","50","Communication Services","6.16","4","11.68","AD","46.4","72","[object Object]","9","[object Object]","D","32"
"3.19","50","47.66","ViaSat, Inc.","36","0","Communication Equipment","6473724928","50.24","530","3","100","50","Technology","8","4","24","VSAT","46.3","72","[object Object]","9","[object Object]","C","52"
"3.13","45","135.02","Lamar Advertising Company","46","35","REIT - Specialty","13675310080","136.69","531","0.76","0","50","Real Estate","4.64","4","3.54","LAMR","46.3","72","[object Object]","9","[object Object]","D","35"
"1.2","60","35.78","Dana Incorporated","47","25","Auto Parts","4180440832","36.09","532","1.04","0","50","Consumer Cyclical","6.73","3","7","DAN","46.2","72","[object Object]","9","[object Object]","D","37"
"1.51","60","51.66","SLB Limited","53","20","Oil & Gas Equipment & Services","77248823296","52.4","533","1.2","0","50","Energy","5.86","4","7.04","SLB","46.2","72","[object Object]","9","[object Object]","C","47"
"0.54","70","17.51","Genesis Energy, L.P.","38","10","Oil & Gas Midstream","2144350208","18.16","534","1.68","40","50","Energy","6.2","4","10.41","GEL","46.2","72","[object Object]","9","[object Object]","C","47"
"1.12","30","26.24","Zumiez Inc.","38","10","Apparel Retail","444756928","27.11","535","3","100","50","Consumer Cyclical","8","4","24","ZUMZ","46.2","72","[object Object]","9","[object Object]","C","47"
"0.74","65","22.11","Amerant Bancorp Inc.","42","10","Banks - Regional","936338880","23.46","536","1.61","40","50","Financial Services","6.73","4","10.81","AMTB","46.2","72","[object Object]","9","[object Object]","B","62"
"0.77","50","11","Array Technologies, Inc.","48","30","Solar","1680225408","12.23","537","0.39","0","50","Technology","8","3","3.14","ARRY","46.2","72","[object Object]","9","[object Object]","B","72"
"10.3","65","219.54","VSE Corporation","24","40","Aerospace & Defense","6142730752","231.6","538","0.97","0","50","Industrials","8","4","7.76","VSEC","46.1","72","[object Object]","9","[object Object]","D","32"
"16.65","50","677.38","Teledyne Technologies Incorpora","29","45","Scientific & Technical Instruments","31803660288","691.87","539","0.26","0","50","Technology","4.91","4","1.3","TDY","46.1","72","[object Object]","9","[object Object]","D","32"
"0.94","30","42.32","Old Republic International Corp","31","55","Insurance - Property & Casualty","10472083456","44.26","540","0.1","0","50","Financial Services","4.46","4","0.43","ORI","46","72","[object Object]","9","[object Object]","D","35"
"0.68","30","14.69","Manitowoc Company, Inc. (The)","24","20","Farm & Heavy Construction Machinery","521104480","15.56","541","3","100","50","Industrials","8","4","24","MTW","45.9","72","[object Object]","9","[object Object]","D","32"
"1.18","35","44.06","S&T Bancorp, Inc.","64","25","Banks - Regional","1684083456","44.87","542","0.4","0","50","Financial Services","5.36","4","2.13","STBA","45.9","72","[object Object]","9","[object Object]","B","65"
"0.37","50","13.39","Chimera Investment Corporation","33","25","REIT - Mortgage","1113397376","14.18","543","1.95","40","50","Real Estate","5.54","4","10.78","CIM","45.9","72","[object Object]","9","[object Object]","C","47"
"0.91","30","20.11","Vishay Intertechnology, Inc.","36","10","Semiconductors","2730822144","22","544","3","100","50","Technology","8","4","24","VSH","45.8","72","[object Object]","9","[object Object]","C","52"
"0.88","50","46.53","NiSource Inc","46","30","Utilities - Regulated Gas","22019510272","47.05","545","0.88","0","50","Utilities","3.8","4","3.32","NI","45.8","72","[object Object]","9","[object Object]","D","35"
"1.89","35","45.72","Noble Corporation plc A","32","10","Oil & Gas Drilling","7278504960","47.44","546","3","100","50","Energy","8","2","24","NE","45.8","72","[object Object]","9","[object Object]","D","37"
"0.9","40","29.41","First Financial Bancorp.","35","45","Banks - Regional","3073428736","31.38","547","1.44","0","50","Financial Services","6.12","4","8.81","FFBC","45.8","72","[object Object]","9","[object Object]","C","50"
"4.35","75","67.32","Ultra Clean Holdings, Inc.","30","0","Semiconductor Equipment & Materials","3055458816","61.64","548","2.59","70","50","Technology","8","2","20.69","UCTT","45.8","72","[object Object]","9","[object Object]","D","34"
"1.95","30","67.45","Archer-Daniels-Midland Company","38","20","Farm Products","32457064448","69.57","549","3","70","50","Consumer Defensive","5.77","4","17.31","ADM","45.7","72","[object Object]","9","[object Object]","C","47"
"6","35","229.64","The Hershey Company","44","40","Confectioners","46567575552","233.34","550","0","0","50","Consumer Defensive","5.22","4","0.01","HSY","45.6","72","[object Object]","9","[object Object]","D","32"
"1.95","60","94.5","DBA Sempra","44","25","Utilities - Diversified","61678403584","95.74","551","1.43","0","50","Utilities","4.13","4","5.89","SRE","45.6","72","[object Object]","9","[object Object]","D","32"
"4.69","45","112.92","Estee Lauder Companies, Inc. (T","24","10","Household & Personal Products","40846217216","121.64","552","3","100","50","Consumer Defensive","8","4","24","EL","45.6","72","[object Object]","9","[object Object]","D","32"
"3.22","45","65.67","Flex Ltd.","29","30","Electronic Components","24284131328","67.93","553","1.99","40","50","Technology","8","4","15.92","FLEX","45.6","72","[object Object]","9","[object Object]","D","32"
"20.3","45","703.65","Northrop Grumman Corporation","24","50","Aerospace & Defense","100424974336","745.55","554","0.51","0","50","Industrials","5.77","4","2.95","NOC","45.6","72","[object Object]","9","[object Object]","D","32"
"3.47","55","121.38","Bunge Limited","29","40","Farm Products","23470161920","124.55","555","0.67","0","50","Consumer Defensive","5.72","4","3.81","BG","45.6","72","[object Object]","9","[object Object]","D","32"
"0.5","65","10.34","Harmonic Inc.","24","10","Communication Equipment","1176273408","12.18","556","2.87","70","50","Technology","8","4","22.96","HLIT","45.6","72","[object Object]","9","[object Object]","D","32"
"2.2","0","110.3","iShares Global Tech ETF","70","0","","1643470080","111.06","557","3","100","50","","4","4","11.99","IXN","45.6","72","[object Object]","9","[object Object]","C","50"
"0.44","45","23.32","Kimco Realty Corporation (HC)","55","25","REIT - Retail","15792164864","23.66","558","1.19","0","50","Real Estate","3.81","4","4.52","KIM","45.6","72","[object Object]","9","[object Object]","C","50"
"4.81","40","204.16","Silicon Laboratories, Inc.","32","30","Semiconductors","6728282624","208.84","559","1.94","40","50","Technology","4.72","3","9.16","SLAB","45.5","72","[object Object]","9","[object Object]","D","37"
"1.06","40","42.34","Enact Holdings, Inc.","26","35","Insurance - Specialty","6245387776","44.8","560","1.54","40","50","Financial Services","5.01","4","7.7","ACT","45.5","72","[object Object]","9","[object Object]","D","35"
"2.09","50","106.26","Entergy Corporation","44","30","Utilities - Regulated Electric","48065581056","106.71","561","0.17","0","50","Utilities","3.94","4","0.66","ETR","45.4","72","[object Object]","9","[object Object]","D","32"
"7.56","50","286.04","Clean Harbors, Inc.","44","30","Waste Management","15283642368","288.81","562","0.66","0","50","Industrials","5.28","4","3.51","CLH","45.4","72","[object Object]","9","[object Object]","D","32"
"8.71","60","153.2","Primoris Services Corporation","24","40","Engineering & Construction","8277756416","174.43","563","1.21","0","50","Industrials","8","4","9.71","PRIM","45.4","72","[object Object]","9","[object Object]","D","32"
"9.46","60","305.53","Vulcan Materials Company (Holdi","36","30","Building Materials","40369954816","331.09","564","1.16","0","50","Basic Materials","6.19","4","7.21","VMC","45.3","72","[object Object]","9","[object Object]","C","52"
"0.46","55","20.56","Sabra Health Care REIT, Inc.","46","25","REIT - Healthcare Facilities","5184115712","20.7","565","1.14","0","50","Real Estate","4.49","4","5.13","SBRA","45.3","72","[object Object]","9","[object Object]","D","35"
"0.2","30","15.61","MEGI","46","0","Asset Management","812462016","15.66","566","3","100","50","Financial Services","2.55","4","7.65","MEGI","45.3","72","[object Object]","9","[object Object]","D","35"
"5.31","0","71.86","Direxion Daily Semiconductor Bu","68","0","","0","72.36","567","3","100","50","","8","2","24","SOXL","45.2","72","[object Object]","9","[object Object]","B","72"
"1.9","30","34.99","PBF Energy Inc.","33","10","Oil & Gas Refining & Marketing","4091269376","38.83","568","3","100","50","Energy","8","4","24","PBF","45.2","72","[object Object]","9","[object Object]","C","47"
"0.59","0","30.38","Fidelity MSCI Energy Index ETF","68","0","","0","30.96","569","3","100","50","","3.87","4","11.62","FENY","45.2","72","[object Object]","9","[object Object]","C","47"
"2.97","30","130.33","BOK Financial Corporation","33","50","Banks - Regional","8243069952","137.77","570","0.84","0","50","Financial Services","4.56","4","3.81","BOKF","45.2","72","[object Object]","9","[object Object]","C","47"
"4.58","45","101.07","Lattice Semiconductor Corporati","27","30","Semiconductors","13825001472","108.08","571","1.69","40","50","Technology","8","4","13.5","LSCC","45.2","72","[object Object]","9","[object Object]","D","37"
"5.01","65","148.44","Emerson Electric Company","24","20","Specialty Industrial Machinery","83468124160","164.52","572","1.82","40","50","Industrials","6.75","4","12.3","EMR","45.1","72","[object Object]","9","[object Object]","D","32"
"0.35","20","21.94","Plains GP Holdings, L.P.","40","10","Oil & Gas Midstream","5112029696","22.43","573","3","100","50","Energy","3.2","4","9.6","PAGP","45.1","72","[object Object]","9","[object Object]","C","50"
"1.55","40","73.42","Black Hills Corporation","40","10","Utilities - Regulated Gas","5541363200","75.15","574","2.28","70","50","Utilities","4.23","4","9.64","BKH","45.1","72","[object Object]","9","[object Object]","C","50"
"0.72","35","20.16","NOV Inc.","29","10","Oil & Gas Equipment & Services","7353417728","20.86","575","3","100","50","Energy","7.12","4","21.35","NOV","45.1","72","[object Object]","9","[object Object]","D","32"
"0.05","30","20.8","Alexander & Baldwin, Inc.","64","25","REIT - Retail","1514657408","20.86","576","1.19","0","50","Real Estate","0.51","4","0.6","ALEX","45.1","72","[object Object]","9","[object Object]","B","65"
"1.11","35","40.98","Western Midstream Partners, LP","35","45","Oil & Gas Midstream","16719664128","44.74","577","0.35","0","50","Energy","5.41","4","1.88","WES","45.1","72","[object Object]","9","[object Object]","C","50"
"5.54","35","48.62","Hycroft Mining Holding Corporat","41","0","Gold","4036694016","12.5","578","3","100","50","Basic Materials","8","2","24","HYMC","45","72","[object Object]","9","[object Object]","B","69"
"1.35","0","59.22","ProShares Ultra S&P500","67","0","","0","60.37","579","3","100","50","","4.55","4","13.65","SSO","45","72","[object Object]","9","[object Object]","B","70"
"0.76","30","20.75","Lindblad Expeditions Holdings I","32","10","Travel Services","1149565440","21.23","580","3","100","50","Consumer Cyclical","7.28","3","21.85","LIND","45","72","[object Object]","9","[object Object]","D","37"
"0.2","0","34.74","FT Vest Laddered Buffer ETF","67","0","","0","34.76","581","3","100","50","","1.17","4","3.51","BUFR","45","72","[object Object]","9","[object Object]","B","70"
"0.27","30","13.1","BlackRock Resources  of Benefic","44","0","Asset Management","1024327168","13.3","582","3","100","50","Financial Services","4.17","4","12.52","BCX","44.9","72","[object Object]","9","[object Object]","D","32"
"3.75","50","40.97","AXT Inc","29","0","Semiconductor Equipment & Materials","2264582400","12.88","583","3","100","50","Technology","8","2","24","AXTI","44.9","72","[object Object]","9","[object Object]","C","49"
"6.41","30","213.84","The Ensign Group, Inc.","44","40","Medical Care Facilities","12426836992","216.92","584","0.51","0","50","Healthcare","5.99","4","3.07","ENSG","44.9","72","[object Object]","9","[object Object]","D","32"
"1.39","65","45.34","Telephone and Data Systems, Inc","33","0","Telecom Services","5238765056","47.8","585","2.52","70","50","Communication Services","6.12","4","15.42","TDS","44.9","72","[object Object]","9","[object Object]","C","47"
"3.36","45","41.48","Aehr Test Systems","20","10","Semiconductor Equipment & Materials","1270422144","37.49","586","3","100","50","Technology","8","2","24","AEHR","44.8","72","[object Object]","9","[object Object]","D","34"
"5.05","45","103.09","Westlake Corporation","32","0","Specialty Chemicals","13223678976","107.99","587","3","100","50","Basic Materials","8","3","24","WLK","44.8","72","[object Object]","9","[object Object]","D","37"
"0.78","30","13.46","Erasca, Inc.","46","10","Biotechnology","4167038464","14.17","588","3","70","50","Healthcare","8","2","24","ERAS","44.8","72","[object Object]","9","[object Object]","B","69"
"0.32","0","32.4","iShares U.S. Large Cap Premium ","65","0","","0","32.54","589","3","100","50","","1.99","4","5.96","BALI","44.6","72","[object Object]","9","[object Object]","B","68"
"4.01","0","341.83","Vanguard Total Stock Market ETF","65","0","","708859723776","344.42","590","3","100","50","","2.34","4","7.03","VTI","44.6","72","[object Object]","9","[object Object]","B","68"
"4.37","0","379.63","iShares Russell 1000 ETF","65","0","","47548657664","382.34","591","3","100","50","","2.3","4","6.9","IWB","44.6","72","[object Object]","9","[object Object]","B","68"
"1.4","0","59.76","ProShares Ultra Dow30","65","0","","0","62.35","592","3","100","50","","4.68","4","14.04","DDM","44.6","72","[object Object]","9","[object Object]","B","67"
"3.63","0","318.39","Vanguard Large-Cap ETF","65","0","","34282008576","321.51","593","3","100","50","","2.28","4","6.83","VV","44.6","72","[object Object]","9","[object Object]","B","68"
"7.99","0","696.25","iShares Core S&P 500 ETF","65","0","","432754196480","700.97","594","3","100","50","","2.3","4","6.89","IVV","44.6","72","[object Object]","9","[object Object]","B","68"
"0.55","0","48.02","Dimensional US Core Equity Mark","65","0","","0","48.36","595","3","100","50","","2.27","4","6.82","DFAU","44.6","72","[object Object]","9","[object Object]","B","68"
"0.25","0","23.93","First Trust BuyWrite Income ETF","65","0","","0","24","596","3","100","50","","2.1","4","6.29","FTHI","44.6","72","[object Object]","9","[object Object]","B","68"
"1.15","0","21.89","GraniteShares Platinum Shares E","65","0","","0","22.41","597","3","100","50","","8","3","24","PLTM","44.6","72","[object Object]","9","[object Object]","B","67"
"1.78","0","151.54","iShares Core S&P Total U.S. Sto","65","0","","48288215040","152.71","598","3","100","50","","2.35","4","7.05","ITOT","44.6","72","[object Object]","9","[object Object]","B","68"
"1.02","0","107.32","iShares Core S&P U.S. Value ETF","65","0","","10678339584","108.2","599","3","100","50","","1.9","4","5.69","IUSV","44.6","72","[object Object]","9","[object Object]","B","68"
"0.49","0","41.12","Capital Group Core Equity ETF","65","0","","0","41.38","600","3","100","50","","2.37","4","7.1","CGUS","44.6","72","[object Object]","9","[object Object]","B","68"
"0.44","0","67.61","iShares Core 60/40 Balanced All","65","0","","0","67.64","601","3","100","50","","1.3","4","3.9","AOR","44.6","72","[object Object]","9","[object Object]","B","68"
"0.52","0","53.12","Goldman Sachs S&P 500 Premium I","65","0","","0","53.25","602","3","100","50","","1.96","4","5.88","GPIX","44.6","72","[object Object]","9","[object Object]","B","68"
"0.32","0","26.74","Schwab U.S. Broad Market ETF","65","0","","0","26.94","603","3","100","50","","2.36","4","7.09","SCHB","44.6","72","[object Object]","9","[object Object]","B","68"
"1.41","0","124.87","JPMorgan BetaBuilders U.S. Equi","65","0","","0","126.08","604","3","100","50","","2.26","4","6.79","BBUS","44.6","72","[object Object]","9","[object Object]","B","68"
"0.41","0","39.39","Dimensional US High Profitabili","65","0","","0","39.64","605","3","100","50","","2.07","4","6.2","DUHP","44.6","72","[object Object]","9","[object Object]","B","68"
"0.32","0","40.91","Global X S&P 500 Covered Call E","65","0","","0","41.1","606","3","100","50","","1.59","4","4.77","XYLD","44.6","72","[object Object]","9","[object Object]","B","68"
"0.45","0","38.7","Fidelity Enhanced Large Cap Cor","65","0","","0","38.95","607","3","100","50","","2.35","4","7.04","FELC","44.6","72","[object Object]","9","[object Object]","B","68"
"0.71","0","63.96","Xtrackers S&P 500 Scored & Scre","65","0","","0","64.29","608","3","100","50","","2.23","4","6.7","SNPE","44.6","72","[object Object]","9","[object Object]","B","68"
"0.88","0","75.5","Dimensional U.S. Equity Market ","65","0","","0","76.08","609","3","100","50","","2.33","4","6.99","DFUS","44.6","72","[object Object]","9","[object Object]","B","68"
"0.79","0","61.92","iShares U.S. Equity Factor Rota","65","0","","0","62.41","610","3","100","50","","2.55","4","7.66","DYNF","44.6","72","[object Object]","9","[object Object]","B","68"
"2.04","0","221.58","iShares S&P 500 Value ETF","65","0","","29459060736","223.06","611","3","100","50","","1.85","4","5.54","IVE","44.6","72","[object Object]","9","[object Object]","B","68"
"0.46","0","45.94","Capital Group Dividend Value ET","65","0","","0","46.01","612","3","100","50","","2.02","4","6.07","CGDV","44.6","72","[object Object]","9","[object Object]","B","68"
"2.29","0","205.45","iShares MSCI USA Quality Factor","65","0","","24777269248","205.56","613","3","100","50","","2.23","4","6.7","QUAL","44.6","72","[object Object]","9","[object Object]","B","68"
"0.82","0","69.82","iShares U.S. Equity Factor ETF","65","0","","0","70.81","614","3","100","50","","2.34","4","7.03","LRGF","44.6","72","[object Object]","9","[object Object]","B","68"
"1.75","0","150.59","iShares ESG Aware MSCI USA ETF","65","0","","0","152.31","615","3","100","50","","2.32","4","6.97","ESGU","44.6","72","[object Object]","9","[object Object]","B","68"
"1.87","45","73.12","Greif Inc.","24","30","Packaging & Containers","4171718656","77.14","616","1.9","40","50","Consumer Cyclical","5.11","4","9.68","GEF","44.6","72","[object Object]","9","[object Object]","D","32"
"2.1","0","227.64","Vanguard Div Appreciation ETF","65","0","","0","230.53","617","3","100","50","","1.85","4","5.54","VIG","44.6","72","[object Object]","9","[object Object]","B","68"
"0.82","0","93.54","WisdomTree U.S. Quality Dividen","65","0","","0","94.01","618","3","100","50","","1.75","4","5.25","DGRW","44.6","72","[object Object]","9","[object Object]","B","68"
"0.38","0","33.39","Schwab 1000 Index ETF","65","0","","0","33.62","619","3","100","50","","2.31","4","6.92","SCHK","44.6","72","[object Object]","9","[object Object]","B","68"
"0.32","0","27.33","Schwab U.S. Large-Cap ETF","65","0","","0","27.54","620","3","100","50","","2.33","4","6.99","SCHX","44.6","72","[object Object]","9","[object Object]","B","68"
"0.7","0","64.28","JPMorgan U.S. Quality Factor ET","65","0","","0","64.9","621","3","100","50","","2.19","4","6.56","JQUA","44.6","72","[object Object]","9","[object Object]","B","68"
"0.47","0","41.28","Columbia Research Enhanced Core","65","0","","0","41.69","622","3","100","50","","2.29","4","6.88","RECS","44.6","72","[object Object]","9","[object Object]","B","68"
"0.32","0","36.67","Capital Group Core Balanced ETF","65","0","","0","36.71","623","3","100","50","","1.74","4","5.23","CGBL","44.6","72","[object Object]","9","[object Object]","B","68"
"4.5","0","394.21","iShares Russell 3000 Fund","65","0","","21661839360","397.05","624","3","100","50","","2.29","4","6.86","IWV","44.6","72","[object Object]","9","[object Object]","B","68"
"1.49","0","133.46","Goldman Sachs ActiveBeta U.S. L","65","0","","0","134.87","625","3","100","50","","2.23","4","6.68","GSLC","44.6","72","[object Object]","9","[object Object]","B","68"
"7.97","0","693.15","State Street SPDR S&P 500 ETF T","65","0","","636160638976","697.84","626","3","100","50","","2.3","4","6.9","SPY","44.6","72","[object Object]","9","[object Object]","B","68"
"2.04","0","192.37","iShares MSCI World ETF","65","0","","1327352960","192.84","627","3","100","50","","2.12","4","6.37","URTH","44.6","72","[object Object]","9","[object Object]","B","68"
"0.96","0","84.27","State Street SPDR Portfolio S&P","65","0","","8001453056","84.81","628","3","100","50","","2.27","4","6.81","SPTM","44.6","72","[object Object]","9","[object Object]","B","68"
"7.32","0","637.53","Vanguard S&P 500 ETF","65","0","","0","641.81","629","3","100","50","","2.3","4","6.89","VOO","44.6","72","[object Object]","9","[object Object]","B","68"
"4.48","55","134.61","PulteGroup, Inc.","24","40","Residential Construction","25889257472","144.5","630","0.76","0","50","Consumer Cyclical","6.66","4","5.03","PHM","44.6","72","[object Object]","9","[object Object]","D","32"
"2.32","0","45.25","iShares MSCI Global Silver Mine","65","0","","321275008","46.18","631","3","100","50","","8","3","24","SLVP","44.6","72","[object Object]","9","[object Object]","B","67"
"1.64","0","148.65","iShares MSCI ACWI ETF","65","0","","0","148.75","632","3","100","50","","2.2","4","6.61","ACWI","44.6","72","[object Object]","9","[object Object]","B","68"
"0.56","0","59.34","State Street SPDR Portfolio S&P","65","0","","5299233792","59.75","633","3","100","50","","1.88","4","5.65","SPYV","44.6","72","[object Object]","9","[object Object]","B","68"
"1.03","45","49.23","Verizon Communications Inc.","31","40","Telecom Services","207636594688","50.48","634","0.28","0","50","Communication Services","4.18","4","1.15","VZ","44.5","72","[object Object]","9","[object Object]","D","35"
"0.98","0","98.76","Vanguard Russell 1000 Value ETF","64","0","","0","99.34","635","3","100","50","","1.99","4","5.97","VONV","44.4","72","[object Object]","9","[object Object]","B","65"
"1.08","0","120.4","Invesco S&P 500 Revenue ETF","64","0","","0","121.77","636","3","100","50","","1.8","4","5.39","RWL","44.4","72","[object Object]","9","[object Object]","B","65"
"0.26","0","30.01","iShares MSCI Malaysia Index Fun","64","0","","447899264","30.14","637","3","100","50","","1.73","4","5.2","EWM","44.4","72","[object Object]","9","[object Object]","B","65"
"0.83","0","76.11","JPMorgan Active Value ETF","64","0","","0","77.22","638","3","100","50","","2.17","4","6.51","JAVA","44.4","72","[object Object]","9","[object Object]","B","65"
"1.8","60","90.76","Spire Inc.","44","20","Utilities - Regulated Gas","5363606528","92.53","639","1.49","0","50","Utilities","3.97","4","5.91","SR","44.4","72","[object Object]","9","[object Object]","D","32"
"1.55","0","108.64","Invesco S&P MidCap Quality ETF","64","0","","0","109.79","640","3","100","50","","2.85","4","8.55","XMHQ","44.4","72","[object Object]","9","[object Object]","B","65"
"0.5","0","49.75","Invesco RAFI US 1000 ETF","64","0","","0","50.31","641","3","100","50","","2.01","4","6.03","PRF","44.4","72","[object Object]","9","[object Object]","B","65"
"0.53","0","48.59","Putnam Focused Large Cap Value ","64","0","","0","49.13","642","3","100","50","","2.18","4","6.54","PVAL","44.4","72","[object Object]","9","[object Object]","B","65"
"1.62","0","148.91","Vanguard Total World Stock Inde","64","0","","0","149.01","643","3","100","50","","2.17","4","6.51","VT","44.4","72","[object Object]","9","[object Object]","B","65"
"2.25","0","225.04","iShares Russell 1000 Value ETF","64","0","","68727209984","226.39","644","3","100","50","","2","4","6","IWD","44.4","72","[object Object]","9","[object Object]","B","65"
"0.7","0","50.4","NEOS Russell 2000 High Income E","64","0","","0","50.86","645","3","100","50","","2.78","4","8.35","IWMI","44.4","72","[object Object]","9","[object Object]","B","65"
"0.87","0","97.47","iShares Russell Top 200 Value E","64","0","","0","98.02","646","3","100","50","","1.78","4","5.34","IWX","44.4","72","[object Object]","9","[object Object]","B","65"
"0.53","0","37.92","Fidelity Enhanced Mid Cap ETF","64","0","","0","38.06","647","3","100","50","","2.8","4","8.39","FMDE","44.4","72","[object Object]","9","[object Object]","B","65"
"1.35","0","117.58","Avantis U.S. Equity ETF","64","0","","0","118.27","648","3","100","50","","2.3","4","6.89","AVUS","44.4","72","[object Object]","9","[object Object]","B","65"
"0.29","0","29.02","Schwab Fundamental U.S. Large C","64","0","","0","29.37","649","3","100","50","","2","4","5.99","FNDX","44.4","72","[object Object]","9","[object Object]","B","65"
"0.68","0","52.02","SP Funds S&P 500 Sharia Industr","64","0","","0","52.4","650","3","100","50","","2.61","4","7.82","SPUS","44.4","72","[object Object]","9","[object Object]","B","65"
"0.36","0","27.27","FT Vest Rising Dividend Achieve","64","0","","0","27.38","651","3","100","50","","2.63","4","7.9","RDVI","44.4","72","[object Object]","9","[object Object]","B","65"
"1","0","73.01","First Trust Rising Dividend Ach","64","0","","0","73.43","652","3","100","50","","2.74","4","8.22","RDVY","44.4","72","[object Object]","9","[object Object]","B","65"
"1.27","0","79.51","iShares U.S. Small-Cap Equity F","64","0","","0","80.72","653","3","100","50","","3.2","4","9.61","SMLF","44.4","72","[object Object]","9","[object Object]","B","65"
"0.81","0","79.46","JPMorgan BetaBuilders Europe ET","64","0","","0","79.56","654","3","100","50","","2.03","4","6.08","BBEU","44.4","72","[object Object]","9","[object Object]","B","65"
"0.9","0","90.49","Vanguard FTSEEuropean ETF","64","0","","25526593536","90.6","655","3","100","50","","2","4","6","VGK","44.4","72","[object Object]","9","[object Object]","B","65"
"4.46","0","278.09","Vanguard Small-Cap ETF","64","0","","245680553984","281.9","656","3","100","50","","3.21","4","9.62","VB","44.4","72","[object Object]","9","[object Object]","B","65"
"1.41","70","50.74","DuPont de Nemours, Inc.","29","10","Specialty Chemicals","21258809344","52.66","657","1.9","40","50","Basic Materials","5.57","4","10.61","DD","44.4","72","[object Object]","9","[object Object]","D","32"
"0.78","45","29","Regions Financial Corporation","24","45","Banks - Regional","25429417984","31.53","658","1.24","0","50","Financial Services","5.4","4","6.7","RF","44.4","72","[object Object]","9","[object Object]","D","32"
"0.87","70","11.85","Novagold Resources Inc.","29","10","Gold","5205485568","12.11","659","1.78","40","50","Basic Materials","8","4","14.23","NG","44.4","72","[object Object]","9","[object Object]","D","32"
"0.47","0","41.29","Dimensional U.S. Core Equity 2 ","64","0","","0","41.64","660","3","100","50","","2.29","4","6.86","DFAC","44.4","72","[object Object]","9","[object Object]","B","65"
"0.33","0","34.57","Xtrackers Harvest CSI 300 China","64","0","","0","34.59","661","3","100","50","","1.92","4","5.77","ASHR","44.4","72","[object Object]","9","[object Object]","B","65"
"0.78","0","76.75","iShares Core MSCI Europe ETF","64","0","","0","76.82","662","3","100","50","","2.03","4","6.08","IEUR","44.4","72","[object Object]","9","[object Object]","B","65"
"0.85","0","63.57","Invesco Russell 1000 Dynamic Mu","64","0","","0","63.99","663","3","100","50","","2.68","4","8.05","OMFL","44.4","72","[object Object]","9","[object Object]","B","65"
"1.42","55","37.86","Sensata Technologies Holding pl","29","35","Scientific & Technical Instruments","5515397120","39.09","664","1.15","0","50","Technology","7.52","4","8.65","ST","44.4","72","[object Object]","9","[object Object]","D","32"
"0.39","0","28.53","Oakmark U.S. Large Cap ETF","64","0","","0","29.22","665","3","100","50","","2.71","4","8.13","OAKM","44.4","72","[object Object]","9","[object Object]","B","65"
"3.36","30","52.41","Ichor Holdings","41","0","Semiconductor Equipment & Materials","1804674176","34.94","666","3","100","50","Technology","8","2","24","ICHR","44.3","72","[object Object]","9","[object Object]","B","69"
"2.87","60","110.01","ConocoPhillips","31","30","Oil & Gas E&P","134469541888","113.8","667","1.03","0","50","Energy","5.22","4","5.38","COP","44.3","72","[object Object]","9","[object Object]","D","35"
"1.43","35","24.01","Olin Corporation","24","10","Chemicals","2740057856","27.35","668","3","100","50","Basic Materials","8","4","24","OLN","44.1","72","[object Object]","9","[object Object]","D","32"
"5.28","60","175.48","Nucor Corporation","24","35","Steel","40160116736","196.9","669","1","0","50","Basic Materials","6.02","4","6.04","NUE","44.1","72","[object Object]","9","[object Object]","D","32"
"1.12","0","48.94","First Trust Indxx Aerospace & D","62","0","","0","51.1","670","3","100","50","","4.56","4","13.69","MISL","44","72","[object Object]","9","[object Object]","B","62"
"0.62","0","38.71","iShares MSCI Poland ETF","62","0","","0","38.99","671","3","100","50","","3.21","4","9.63","EPOL","44","72","[object Object]","9","[object Object]","B","62"
"0.53","0","30.72","Schwab U.S. Small-Cap ETF","62","0","","0","31.25","672","3","100","50","","3.47","4","10.42","SCHA","44","72","[object Object]","9","[object Object]","B","62"
